series_id,year,date,value,period_id,period_code,period_abbreviation,period_name,period_month,period_type,pct_change
CUUR0000SAF1,2018,2018-03-01,252.37,M03,M03,MAR,March,3,monthly,0.012862962294062141
CUUR0000SAF1,2018,2018-04-01,253.209,M04,M04,APR,April,4,monthly,0.01389450586412222
CUUR0000SAF1,2018,2018-05-01,253.098,M05,M05,MAY,May,5,monthly,0.012327211058492438
CUUR0000SAF1,2018,2018-06-01,253.231,M06,M06,JUN,June,6,monthly,0.014331892667021728
CUUR0000SAF1,2018,2018-07-01,253.746,M07,M07,JUL,July,7,monthly,0.014115916775240489
CUUR0000SAF1,2018,2018-08-01,254.077,M08,M08,AUG,August,8,monthly,0.014307785047885657
CUUR0000SAF1,2018,2018-09-01,254.393,M09,M09,SEP,September,9,monthly,0.013546194515384968
CUUR0000SAF1,2018,2018-10-01,254.358,M10,M10,OCT,October,10,monthly,0.011911013510287782
CUUR0000SAF1,2018,2018-11-01,254.379,M11,M11,NOV,November,11,monthly,0.0139832822446595
CUUR0000SAF1,2018,2018-12-01,255.21,M12,M12,DEC,December,12,monthly,0.015809710314522496
CUUR0000SAF1,2019,2019-01-01,256.417,M01,M01,JAN,January,1,monthly,0.016072214010881103
CUUR0000SAF1,2019,2019-02-01,257.222,M02,M02,FEB,February,2,monthly,0.01964592929685338
CUUR0000SAF1,2019,2019-03-01,257.724,M03,M03,MAR,March,3,monthly,0.021214882910012944
CUUR0000SAF1,2019,2019-04-01,257.708,M04,M04,APR,April,4,monthly,0.017767930839741153
CUUR0000SAF1,2019,2019-05-01,258.11,M05,M05,MAY,May,5,monthly,0.01980260610514506
CUUR0000SAF1,2019,2019-06-01,258.064,M06,M06,JUN,June,6,monthly,0.01908534105224091
CUUR0000SAF1,2019,2019-07-01,258.274,M07,M07,JUL,July,7,monthly,0.01784461626981315
CUUR0000SAF1,2019,2019-08-01,258.41,M08,M08,AUG,August,8,monthly,0.01705388523951412
CUUR0000SAF1,2019,2019-09-01,258.943,M09,M09,SEP,September,9,monthly,0.017885712264095188
CUUR0000SAF1,2019,2019-10-01,259.632,M10,M10,OCT,October,10,monthly,0.020734555233175245
CUUR0000SAF1,2019,2019-11-01,259.467,M11,M11,NOV,November,11,monthly,0.0200016510796881
CUUR0000SAF1,2019,2019-12-01,259.823,M12,M12,DEC,December,12,monthly,0.018075310528584243
CUUR0000SAF1,2020,2020-01-01,261.057,M01,M01,JAN,January,1,monthly,0.018095524087716752
CUUR0000SAF1,2020,2020-02-01,261.876,M02,M02,FEB,February,2,monthly,0.01809332016701526
CUUR0000SAF1,2020,2020-03-01,262.708,M03,M03,MAR,March,3,monthly,0.019338517173410397
CUUR0000SAF1,2020,2020-04-01,266.757,M04,M04,APR,April,4,monthly,0.03511338414018961
CUUR0000SAF1,2020,2020-05-01,268.439,M05,M05,MAY,May,5,monthly,0.04001782185889735
CUUR0000SAF1,2020,2020-06-01,269.77,M06,M06,JUN,June,6,monthly,0.04536084072168123
CUUR0000SAF1,2020,2020-07-01,268.863,M07,M07,JUL,July,7,monthly,0.0409990939854572
CUUR0000SAF1,2020,2020-08-01,269.079,M08,M08,AUG,August,8,monthly,0.04128710189234153
CUUR0000SAF1,2020,2020-09-01,269.163,M09,M09,SEP,September,9,monthly,0.039468145499202745
CUUR0000SAF1,2020,2020-10-01,269.828,M10,M10,OCT,October,10,monthly,0.03927096813952047
CUUR0000SAF1,2020,2020-11-01,269.069,M11,M11,NOV,November,11,monthly,0.03700663282806693
CUUR0000SAF1,2020,2020-12-01,270.023,M12,M12,DEC,December,12,monthly,0.039257494525119174
CUUR0000SAF1,2021,2021-01-01,270.938,M01,M01,JAN,January,1,monthly,0.03784997146217095
CUUR0000SAF1,2021,2021-02-01,271.363,M02,M02,FEB,February,2,monthly,0.03622706929997421
CUUR0000SAF1,2021,2021-03-01,271.812,M03,M03,MAR,March,3,monthly,0.03465444523958161
CUUR0000SAF1,2021,2021-04-01,273.09,M04,M04,APR,April,4,monthly,0.023740707835220753
CUUR0000SAF1,2021,2021-05-01,274.212,M05,M05,MAY,May,5,monthly,0.021505816964002777
CUUR0000SAF1,2021,2021-06-01,276.206,M06,M06,JUN,June,6,monthly,0.023857359973310732
CUUR0000SAF1,2021,2021-07-01,278.127,M07,M07,JUL,July,7,monthly,0.03445621004005761
CUUR0000SAF1,2021,2021-08-01,279.135,M08,M08,AUG,August,8,monthly,0.03737192423043045
CUUR0000SAF1,2021,2021-09-01,281.506,M09,M09,SEP,September,9,monthly,0.045856971426236015
CUUR0000SAF1,2021,2021-10-01,284.205,M10,M10,OCT,October,10,monthly,0.05328209081340707
CUUR0000SAF1,2021,2021-11-01,285.507,M11,M11,NOV,November,11,monthly,0.06109213621784737
CUUR0000SAF1,2021,2021-12-01,286.966,M12,M12,DEC,December,12,monthly,0.06274650677905202
CUUR0000SAF1,2022,2022-01-01,289.772,M01,M01,JAN,January,1,monthly,0.06951405856690451
CUUR0000SAF1,2022,2022-02-01,292.794,M02,M02,FEB,February,2,monthly,0.07897539458216474
CUUR0000SAF1,2022,2022-03-01,295.728,M03,M03,MAR,March,3,monthly,0.08798728532956601
CUUR0000SAF1,2022,2022-04-01,298.711,M04,M04,APR,April,4,monthly,0.09381888754623025
CUUR0000SAF1,2022,2022-05-01,302.038,M05,M05,MAY,May,5,monthly,0.10147623007016482
CUUR0000SAF1,2022,2022-06-01,305.041,M06,M06,JUN,June,6,monthly,0.10439671839134546
CUUR0000SAF1,2022,2022-07-01,308.532,M07,M07,JUL,July,7,monthly,0.10932056218921571
CUUR0000SAF1,2022,2022-08-01,310.875,M08,M08,AUG,August,8,monthly,0.11370842065667164
CUUR0000SAF1,2022,2022-09-01,313.142,M09,M09,SEP,September,9,monthly,0.11238126363203627
CUUR0000SAF1,2022,2022-10-01,315.323,M10,M10,OCT,October,10,monthly,0.10949138825847538
CUUR0000SAF1,2022,2022-11-01,315.857,M11,M11,NOV,November,11,monthly,0.10630212218964874
CUUR0000SAF1,2022,2022-12-01,316.839,M12,M12,DEC,December,12,monthly,0.10409944035181873
CUUR0000SAF1,2023,2023-01-01,319.136,M01,M01,JAN,January,1,monthly,0.10133484256587955
CUUR0000SAF1,2023,2023-02-01,320.569,M02,M02,FEB,February,2,monthly,0.09486191656932874
CUUR0000SAF1,2023,2023-03-01,320.863,M03,M03,MAR,March,3,monthly,0.08499364280690358
CUUR0000SAF1,2023,2023-04-01,321.566,M04,M04,APR,April,4,monthly,0.07651208023808942
CUUR0000SAF1,2023,2023-05-01,322.249,M05,M05,MAY,May,5,monthly,0.06691542123838734
CUUR0000SAF1,2023,2023-06-01,322.556,M06,M06,JUN,June,6,monthly,0.05741851095426509
CUUR0000SAF1,2023,2023-07-01,323.523,M07,M07,JUL,July,7,monthly,0.04858815293065244
CUUR0000SAF1,2023,2023-08-01,324.1,M08,M08,AUG,August,8,monthly,0.04254121431443503
CUUR0000SAF1,2023,2023-09-01,324.704,M09,M09,SEP,September,9,monthly,0.03692254632083847
CUUR0000SAF1,2023,2023-10-01,325.731,M10,M10,OCT,October,10,monthly,0.03300742413334912
CUUR0000SAF1,2023,2023-11-01,325.172,M11,M11,NOV,November,11,monthly,0.029491193799725757
CUUR0000SAF1,2023,2023-12-01,325.409,M12,M12,DEC,December,12,monthly,0.02704843785013833
CUUR0000SAF1,2024,2024-01-01,327.327,M01,M01,JAN,January,1,monthly,0.02566617366890589
CUUR0000SAF1,2024,2024-02-01,327.731,M02,M02,FEB,February,2,monthly,0.02234152397767719
CUUR0000SAF1,2024,2024-03-01,328.043,M03,M03,MAR,March,3,monthly,0.02237715161922682
CUUR0000SAF1,2024,2024-04-01,328.678,M04,M04,APR,April,4,monthly,0.022116766076015537
CUUR0000SAF1,2024,2024-05-01,329.12,M05,M05,MAY,May,5,monthly,0.021322021169964733
CUUR0000SAF1,2024,2024-06-01,329.71,M06,M06,JUN,June,6,monthly,0.022179094482818407
CUUR0000SAF1,2024,2024-07-01,330.561,M07,M07,JUL,July,7,monthly,0.021754249311486173
CUUR0000SAF1,2024,2024-08-01,330.75,M08,M08,AUG,August,8,monthly,0.020518358531317338
CUUR0000SAF1,2024,2024-09-01,332.083,M09,M09,SEP,September,9,monthly,0.022725312900364614
CUUR0000SAF1,2024,2024-10-01,332.678,M10,M10,OCT,October,10,monthly,0.021327414338825568
CUUR0000SAF1,2024,2024-11-01,332.904,M11,M11,NOV,November,11,monthly,0.023778185083586534
CUUR0000SAF1,2024,2024-12-01,333.566,M12,M12,DEC,December,12,monthly,0.025066915789053068
CUUR0000SAF1,2025,2025-01-01,335.517,M01,M01,JAN,January,1,monthly,0.025020850708924014
CUUR0000SAF1,2025,2025-02-01,336.274,M02,M02,FEB,February,2,monthly,0.026067109916364295
CUUR0000SAF1,2025,2025-03-01,337.751,M03,M03,MAR,March,3,monthly,0.029593681316168796
CUUR0000SAF1,2025,2025-04-01,337.747,M04,M04,APR,April,4,monthly,0.027592354827521204
CUUR0000SAF1,2025,2025-05-01,338.598,M05,M05,MAY,May,5,monthly,0.028798006806028287
CUUR0000SAF1,2025,2025-06-01,339.498,M06,M06,JUN,June,6,monthly,0.02968669436777782
CUUR0000SAF1,2025,2025-07-01,340.036,M07,M07,JUL,July,7,monthly,0.028663393443267626
CUUR0000SAF1,2025,2025-08-01,341.295,M08,M08,AUG,August,8,monthly,0.031882086167800416
CUUR0000SAF1,2025,2025-09-01,342.405,M09,M09,SEP,September,9,monthly,0.031082590798083398
CUUR0000SAF1,2025,2025-11-01,341.721,M11,M11,NOV,November,11,monthly,0.02718244067837361
