series_id,year,period,value,footnote_codes
CUURS12ASA0,1976,M04,60.3,
CUURS12ASA0,1976,M05,60.5,
CUURS12ASA0,1976,M06,60.9,
CUURS12ASA0,1976,M07,61.1,
CUURS12ASA0,1976,M08,61.4,
CUURS12ASA0,1976,M09,61.8,
CUURS12ASA0,1976,M10,61.9,
CUURS12ASA0,1976,M11,61.9,
CUURS12ASA0,1976,M12,62.2,
CUURS12ASA0,1976,M13,61.0,
CUURS12ASA0,1977,M01,62.4,
CUURS12ASA0,1977,M02,63.0,
CUURS12ASA0,1977,M03,63.3,
CUURS12ASA0,1977,M04,63.5,
CUURS12ASA0,1977,M05,63.9,
CUURS12ASA0,1977,M06,64.4,
CUURS12ASA0,1977,M07,64.5,
CUURS12ASA0,1977,M08,64.8,
CUURS12ASA0,1977,M09,64.8,
CUURS12ASA0,1977,M10,64.9,
CUURS12ASA0,1977,M11,65.2,
CUURS12ASA0,1977,M12,65.3,
CUURS12ASA0,1977,M13,64.2,
CUURS12ASA0,1978,M01,65.7,
CUURS12ASA0,1978,M02,66.0,
CUURS12ASA0,1978,M03,66.5,
CUURS12ASA0,1978,M04,66.9,
CUURS12ASA0,1978,M05,67.3,
CUURS12ASA0,1978,M06,68.0,
CUURS12ASA0,1978,M07,68.1,
CUURS12ASA0,1978,M08,68.4,
CUURS12ASA0,1978,M09,68.8,
CUURS12ASA0,1978,M10,69.3,
CUURS12ASA0,1978,M11,69.5,
CUURS12ASA0,1978,M12,69.7,
CUURS12ASA0,1978,M13,67.8,
CUURS12ASA0,1979,M01,70.2,
CUURS12ASA0,1979,M02,71.0,
CUURS12ASA0,1979,M03,71.4,
CUURS12ASA0,1979,M04,72.1,
CUURS12ASA0,1979,M05,72.8,
CUURS12ASA0,1979,M06,73.5,
CUURS12ASA0,1979,M07,74.0,
CUURS12ASA0,1979,M08,74.5,
CUURS12ASA0,1979,M09,75.4,
CUURS12ASA0,1979,M10,76.1,
CUURS12ASA0,1979,M11,76.6,
CUURS12ASA0,1979,M12,77.1,
CUURS12ASA0,1979,M13,73.7,
CUURS12ASA0,1980,M01,78.2,
CUURS12ASA0,1980,M02,78.9,
CUURS12ASA0,1980,M03,80.0,
CUURS12ASA0,1980,M04,80.6,
CUURS12ASA0,1980,M05,81.1,
CUURS12ASA0,1980,M06,82.1,
CUURS12ASA0,1980,M07,82.6,
CUURS12ASA0,1980,M08,83.3,
CUURS12ASA0,1980,M09,83.6,
CUURS12ASA0,1980,M10,84.1,
CUURS12ASA0,1980,M11,84.6,
CUURS12ASA0,1980,M12,85.5,
CUURS12ASA0,1980,M13,82.1,
CUURS12ASA0,1981,M01,86.3,
CUURS12ASA0,1981,M02,87.4,
CUURS12ASA0,1981,M03,87.8,
CUURS12ASA0,1981,M04,88.3,
CUURS12ASA0,1981,M05,88.8,
CUURS12ASA0,1981,M06,89.5,
CUURS12ASA0,1981,M07,90.8,
CUURS12ASA0,1981,M08,91.6,
CUURS12ASA0,1981,M09,93.0,
CUURS12ASA0,1981,M10,92.7,
CUURS12ASA0,1981,M11,92.6,
CUURS12ASA0,1981,M12,92.7,
CUURS12ASA0,1981,M13,90.1,
CUURS12ASA0,1982,M01,92.9,
CUURS12ASA0,1982,M02,93.1,
CUURS12ASA0,1982,M03,92.5,
CUURS12ASA0,1982,M04,92.8,
CUURS12ASA0,1982,M05,93.7,
CUURS12ASA0,1982,M06,95.7,
CUURS12ASA0,1982,M07,95.9,
CUURS12ASA0,1982,M08,96.3,
CUURS12ASA0,1982,M09,97.1,
CUURS12ASA0,1982,M10,98.4,
CUURS12ASA0,1982,M11,98.1,
CUURS12ASA0,1982,M12,97.5,
CUURS12ASA0,1982,M13,95.3,
CUURS12ASA0,1983,M01,97.8,
CUURS12ASA0,1983,M02,98.0,
CUURS12ASA0,1983,M03,98.1,
CUURS12ASA0,1983,M04,99.1,
CUURS12ASA0,1983,M05,99.4,
CUURS12ASA0,1983,M06,99.7,
CUURS12ASA0,1983,M07,100.0,
CUURS12ASA0,1983,M08,100.1,
CUURS12ASA0,1983,M09,101.0,
CUURS12ASA0,1983,M10,101.3,
CUURS12ASA0,1983,M11,101.7,
CUURS12ASA0,1983,M12,101.8,
CUURS12ASA0,1983,M13,99.8,
CUURS12ASA0,1984,M01,102.8,
CUURS12ASA0,1984,M02,103.4,
CUURS12ASA0,1984,M03,103.7,
CUURS12ASA0,1984,M04,104.1,
CUURS12ASA0,1984,M05,104.1,
CUURS12ASA0,1984,M06,104.3,
CUURS12ASA0,1984,M07,104.8,
CUURS12ASA0,1984,M08,105.5,
CUURS12ASA0,1984,M09,106.2,
CUURS12ASA0,1984,M10,106.1,
CUURS12ASA0,1984,M11,106.5,
CUURS12ASA0,1984,M12,106.5,
CUURS12ASA0,1984,M13,104.8,
CUURS12ASA0,1985,M01,106.7,
CUURS12ASA0,1985,M02,107.3,
CUURS12ASA0,1985,M03,107.5,
CUURS12ASA0,1985,M04,107.9,
CUURS12ASA0,1985,M05,108.1,
CUURS12ASA0,1985,M06,108.3,
CUURS12ASA0,1985,M07,108.4,
CUURS12ASA0,1985,M08,109.2,
CUURS12ASA0,1985,M09,109.6,
CUURS12ASA0,1985,M10,109.8,
CUURS12ASA0,1985,M11,110.7,
CUURS12ASA0,1985,M12,111.0,
CUURS12ASA0,1985,M13,108.7,
CUURS12ASA0,1986,M01,111.8,
CUURS12ASA0,1986,M02,111.5,
CUURS12ASA0,1986,M03,111.5,
CUURS12ASA0,1986,M04,111.2,
CUURS12ASA0,1986,M05,110.9,
CUURS12ASA0,1986,M06,111.7,
CUURS12ASA0,1986,M07,112.5,
CUURS12ASA0,1986,M08,112.7,
CUURS12ASA0,1986,M09,113.0,
CUURS12ASA0,1986,M10,113.4,
CUURS12ASA0,1986,M11,113.3,
CUURS12ASA0,1986,M12,113.8,
CUURS12ASA0,1986,M13,112.3,
CUURS12ASA0,1987,M01,114.7,
CUURS12ASA0,1987,M02,115.3,
CUURS12ASA0,1987,M03,115.8,
CUURS12ASA0,1987,M04,116.6,
CUURS12ASA0,1987,M05,117.3,
CUURS12ASA0,1987,M06,117.8,
CUURS12ASA0,1987,M07,117.9,
CUURS12ASA0,1987,M08,118.9,
CUURS12ASA0,1987,M09,119.8,
CUURS12ASA0,1987,M10,120.2,
CUURS12ASA0,1987,M11,120.5,
CUURS12ASA0,1987,M12,120.6,
CUURS12ASA0,1987,M13,118.0,
CUURS12ASA0,1988,M01,121.3,
CUURS12ASA0,1988,M02,121.1,
CUURS12ASA0,1988,M03,121.5,
CUURS12ASA0,1988,M04,122.6,
CUURS12ASA0,1988,M05,122.7,
CUURS12ASA0,1988,M06,123.1,
CUURS12ASA0,1988,M07,123.6,
CUURS12ASA0,1988,M08,124.2,
CUURS12ASA0,1988,M09,126.0,
CUURS12ASA0,1988,M10,126.2,
CUURS12ASA0,1988,M11,125.9,
CUURS12ASA0,1988,M12,126.0,
CUURS12ASA0,1988,M13,123.7,
CUURS12ASA0,1989,M01,127.0,
CUURS12ASA0,1989,M02,127.6,
CUURS12ASA0,1989,M03,128.9,
CUURS12ASA0,1989,M04,129.5,
CUURS12ASA0,1989,M05,130.2,
CUURS12ASA0,1989,M06,130.5,
CUURS12ASA0,1989,M07,130.6,
CUURS12ASA0,1989,M08,130.9,
CUURS12ASA0,1989,M09,132.2,
CUURS12ASA0,1989,M10,132.8,
CUURS12ASA0,1989,M11,133.2,
CUURS12ASA0,1989,M12,133.3,
CUURS12ASA0,1989,M13,130.6,
CUURS12ASA0,1990,M01,135.1,
CUURS12ASA0,1990,M02,135.3,
CUURS12ASA0,1990,M03,136.6,
CUURS12ASA0,1990,M04,137.3,
CUURS12ASA0,1990,M05,137.2,
CUURS12ASA0,1990,M06,137.1,
CUURS12ASA0,1990,M07,138.4,
CUURS12ASA0,1990,M08,140.0,
CUURS12ASA0,1990,M09,140.8,
CUURS12ASA0,1990,M10,141.6,
CUURS12ASA0,1990,M11,141.5,
CUURS12ASA0,1990,M12,141.6,
CUURS12ASA0,1990,M13,138.5,
CUURS12ASA0,1991,M01,143.0,
CUURS12ASA0,1991,M02,143.6,
CUURS12ASA0,1991,M03,143.4,
CUURS12ASA0,1991,M04,143.7,
CUURS12ASA0,1991,M05,144.0,
CUURS12ASA0,1991,M06,144.6,
CUURS12ASA0,1991,M07,145.2,
CUURS12ASA0,1991,M08,145.4,
CUURS12ASA0,1991,M09,145.8,
CUURS12ASA0,1991,M10,145.7,
CUURS12ASA0,1991,M11,146.6,
CUURS12ASA0,1991,M12,146.6,
CUURS12ASA0,1991,M13,144.8,
CUURS12ASA0,1992,M01,147.3,
CUURS12ASA0,1992,M02,148.0,
CUURS12ASA0,1992,M03,149.1,
CUURS12ASA0,1992,M04,149.2,
CUURS12ASA0,1992,M05,148.9,
CUURS12ASA0,1992,M06,149.5,
CUURS12ASA0,1992,M07,149.9,
CUURS12ASA0,1992,M08,150.8,
CUURS12ASA0,1992,M09,151.4,
CUURS12ASA0,1992,M10,152.1,
CUURS12ASA0,1992,M11,152.2,
CUURS12ASA0,1992,M12,151.9,
CUURS12ASA0,1992,M13,150.0,
CUURS12ASA0,1993,M01,153.0,
CUURS12ASA0,1993,M02,153.6,
CUURS12ASA0,1993,M03,154.1,
CUURS12ASA0,1993,M04,154.0,
CUURS12ASA0,1993,M05,153.8,
CUURS12ASA0,1993,M06,154.2,
CUURS12ASA0,1993,M07,154.3,
CUURS12ASA0,1993,M08,155.3,
CUURS12ASA0,1993,M09,155.3,
CUURS12ASA0,1993,M10,155.5,
CUURS12ASA0,1993,M11,155.4,
CUURS12ASA0,1993,M12,155.6,
CUURS12ASA0,1993,M13,154.5,
CUURS12ASA0,1994,M01,156.0,
CUURS12ASA0,1994,M02,157.4,
CUURS12ASA0,1994,M03,157.9,
CUURS12ASA0,1994,M04,157.7,
CUURS12ASA0,1994,M05,157.3,
CUURS12ASA0,1994,M06,157.8,
CUURS12ASA0,1994,M07,158.2,
CUURS12ASA0,1994,M08,159.1,
CUURS12ASA0,1994,M09,159.0,
CUURS12ASA0,1994,M10,159.5,
CUURS12ASA0,1994,M11,159.4,
CUURS12ASA0,1994,M12,158.9,
CUURS12ASA0,1994,M13,158.2,
CUURS12ASA0,1995,M01,159.9,
CUURS12ASA0,1995,M02,160.3,
CUURS12ASA0,1995,M03,160.9,
CUURS12ASA0,1995,M04,161.4,
CUURS12ASA0,1995,M05,161.8,
CUURS12ASA0,1995,M06,162.2,
CUURS12ASA0,1995,M07,162.3,
CUURS12ASA0,1995,M08,162.8,
CUURS12ASA0,1995,M09,163.2,
CUURS12ASA0,1995,M10,163.6,
CUURS12ASA0,1995,M11,163.8,
CUURS12ASA0,1995,M12,163.7,
CUURS12ASA0,1995,M13,162.2,
CUURS12ASA0,1996,M01,164.8,
CUURS12ASA0,1996,M02,165.7,
CUURS12ASA0,1996,M03,166.5,
CUURS12ASA0,1996,M04,166.0,
CUURS12ASA0,1996,M05,166.4,
CUURS12ASA0,1996,M06,166.5,
CUURS12ASA0,1996,M07,166.7,
CUURS12ASA0,1996,M08,167.2,
CUURS12ASA0,1996,M09,168.2,
CUURS12ASA0,1996,M10,168.2,
CUURS12ASA0,1996,M11,168.4,
CUURS12ASA0,1996,M12,168.5,
CUURS12ASA0,1996,M13,166.9,
CUURS12ASA0,1997,M01,169.1,
CUURS12ASA0,1997,M02,170.1,
CUURS12ASA0,1997,M03,170.7,
CUURS12ASA0,1997,M04,170.2,
CUURS12ASA0,1997,M05,169.9,
CUURS12ASA0,1997,M06,170.3,
CUURS12ASA0,1997,M07,170.8,
CUURS12ASA0,1997,M08,170.8,
CUURS12ASA0,1997,M09,171.7,
CUURS12ASA0,1997,M10,172.3,
CUURS12ASA0,1997,M11,172.0,
CUURS12ASA0,1997,M12,171.9,
CUURS12ASA0,1997,M13,170.8,
CUURS12ASA0,1998,M01,172.1,
CUURS12ASA0,1998,M02,172.7,
CUURS12ASA0,1998,M03,173.0,
CUURS12ASA0,1998,M04,173.0,
CUURS12ASA0,1998,M05,173.0,
CUURS12ASA0,1998,M06,173.1,
CUURS12ASA0,1998,M07,173.6,
CUURS12ASA0,1998,M08,174.2,
CUURS12ASA0,1998,M09,174.4,
CUURS12ASA0,1998,M10,174.8,
CUURS12ASA0,1998,M11,174.7,
CUURS12ASA0,1998,M12,174.7,
CUURS12ASA0,1998,M13,173.6,
CUURS12ASA0,1999,M01,175.0,
CUURS12ASA0,1999,M02,175.1,
CUURS12ASA0,1999,M03,175.5,
CUURS12ASA0,1999,M04,176.0,
CUURS12ASA0,1999,M05,176.1,
CUURS12ASA0,1999,M06,176.8,
CUURS12ASA0,1999,M07,177.2,
CUURS12ASA0,1999,M08,177.6,
CUURS12ASA0,1999,M09,178.2,
CUURS12ASA0,1999,M10,178.9,
CUURS12ASA0,1999,M11,178.8,
CUURS12ASA0,1999,M12,178.6,
CUURS12ASA0,1999,M13,177.0,
CUURS12ASA0,2000,M01,179.3,
CUURS12ASA0,2000,M02,180.5,
CUURS12ASA0,2000,M03,181.5,
CUURS12ASA0,2000,M04,181.4,
CUURS12ASA0,2000,M05,181.4,
CUURS12ASA0,2000,M06,182.0,
CUURS12ASA0,2000,M07,182.8,
CUURS12ASA0,2000,M08,183.1,
CUURS12ASA0,2000,M09,184.4,
CUURS12ASA0,2000,M10,184.6,
CUURS12ASA0,2000,M11,184.6,
CUURS12ASA0,2000,M12,184.2,
CUURS12ASA0,2000,M13,182.5,
CUURS12ASA0,2001,M01,184.9,
CUURS12ASA0,2001,M02,185.3,
CUURS12ASA0,2001,M03,186.4,
CUURS12ASA0,2001,M04,186.6,
CUURS12ASA0,2001,M05,187.3,
CUURS12ASA0,2001,M06,188.3,
CUURS12ASA0,2001,M07,187.8,
CUURS12ASA0,2001,M08,188.1,
CUURS12ASA0,2001,M09,188.0,
CUURS12ASA0,2001,M10,187.8,
CUURS12ASA0,2001,M11,187.8,
CUURS12ASA0,2001,M12,187.3,
CUURS12ASA0,2001,M13,187.1,
CUURS12ASA0,2002,M01,188.5,
CUURS12ASA0,2002,M02,189.9,
CUURS12ASA0,2002,M03,191.1,
CUURS12ASA0,2002,M04,191.8,
CUURS12ASA0,2002,M05,191.4,
CUURS12ASA0,2002,M06,191.5,
CUURS12ASA0,2002,M07,192.0,
CUURS12ASA0,2002,M08,193.1,
CUURS12ASA0,2002,M09,193.3,
CUURS12ASA0,2002,M10,193.7,
CUURS12ASA0,2002,M11,193.4,
CUURS12ASA0,2002,M12,193.1,
CUURS12ASA0,2002,M13,191.9,
CUURS12ASA0,2003,M01,194.7,
CUURS12ASA0,2003,M02,196.2,
CUURS12ASA0,2003,M03,197.1,
CUURS12ASA0,2003,M04,196.7,
CUURS12ASA0,2003,M05,196.8,
CUURS12ASA0,2003,M06,196.9,
CUURS12ASA0,2003,M07,197.7,
CUURS12ASA0,2003,M08,199.1,
CUURS12ASA0,2003,M09,199.6,
CUURS12ASA0,2003,M10,200.0,
CUURS12ASA0,2003,M11,199.4,
CUURS12ASA0,2003,M12,199.3,
CUURS12ASA0,2003,M13,197.8,
CUURS12ASA0,2004,M01,199.9,
CUURS12ASA0,2004,M02,201.1,
CUURS12ASA0,2004,M03,203.4,
CUURS12ASA0,2004,M04,204.0,
CUURS12ASA0,2004,M05,204.4,
CUURS12ASA0,2004,M06,206.0,
CUURS12ASA0,2004,M07,205.5,
CUURS12ASA0,2004,M08,205.7,
CUURS12ASA0,2004,M09,205.9,
CUURS12ASA0,2004,M10,207.3,
CUURS12ASA0,2004,M11,207.2,
CUURS12ASA0,2004,M12,206.8,
CUURS12ASA0,2004,M13,204.8,
CUURS12ASA0,2005,M01,208.1,
CUURS12ASA0,2005,M02,208.9,
CUURS12ASA0,2005,M03,212.4,
CUURS12ASA0,2005,M04,212.5,
CUURS12ASA0,2005,M05,211.4,
CUURS12ASA0,2005,M06,210.7,
CUURS12ASA0,2005,M07,212.5,
CUURS12ASA0,2005,M08,214.1,
CUURS12ASA0,2005,M09,215.8,
CUURS12ASA0,2005,M10,216.6,
CUURS12ASA0,2005,M11,215.3,
CUURS12ASA0,2005,M12,214.2,
CUURS12ASA0,2005,M13,212.7,
CUURS12ASA0,2006,M01,215.9,
CUURS12ASA0,2006,M02,216.4,
CUURS12ASA0,2006,M03,218.2,
CUURS12ASA0,2006,M04,220.2,
CUURS12ASA0,2006,M05,221.6,
CUURS12ASA0,2006,M06,222.6,
CUURS12ASA0,2006,M07,223.1,
CUURS12ASA0,2006,M08,224.1,
CUURS12ASA0,2006,M09,222.9,
CUURS12ASA0,2006,M10,221.7,
CUURS12ASA0,2006,M11,220.9,
CUURS12ASA0,2006,M12,221.3,
CUURS12ASA0,2006,M13,220.7,
CUURS12ASA0,2007,M01,221.767,
CUURS12ASA0,2007,M02,223.066,
CUURS12ASA0,2007,M03,224.551,
CUURS12ASA0,2007,M04,225.780,
CUURS12ASA0,2007,M05,227.146,
CUURS12ASA0,2007,M06,228.258,
CUURS12ASA0,2007,M07,228.628,
CUURS12ASA0,2007,M08,228.326,
CUURS12ASA0,2007,M09,228.308,
CUURS12ASA0,2007,M10,228.552,
CUURS12ASA0,2007,M11,229.504,
CUURS12ASA0,2007,M12,229.395,
CUURS12ASA0,2007,M13,226.940,
CUURS12ASA0,2008,M01,229.869,
CUURS12ASA0,2008,M02,231.020,
CUURS12ASA0,2008,M03,233.122,
CUURS12ASA0,2008,M04,233.822,
CUURS12ASA0,2008,M05,236.151,
CUURS12ASA0,2008,M06,238.580,
CUURS12ASA0,2008,M07,240.273,
CUURS12ASA0,2008,M08,240.550,
CUURS12ASA0,2008,M09,240.089,
CUURS12ASA0,2008,M10,238.403,
CUURS12ASA0,2008,M11,234.498,
CUURS12ASA0,2008,M12,233.012,
CUURS12ASA0,2008,M13,235.782,
CUURS12ASA0,2009,M01,233.402,
CUURS12ASA0,2009,M02,234.663,
CUURS12ASA0,2009,M03,235.067,
CUURS12ASA0,2009,M04,235.582,
CUURS12ASA0,2009,M05,235.975,
CUURS12ASA0,2009,M06,237.172,
CUURS12ASA0,2009,M07,237.600,
CUURS12ASA0,2009,M08,238.282,
CUURS12ASA0,2009,M09,238.568,
CUURS12ASA0,2009,M10,238.380,
CUURS12ASA0,2009,M11,238.777,
CUURS12ASA0,2009,M12,238.427,
CUURS12ASA0,2009,M13,236.825,
CUURS12ASA0,2010,M01,238.970,
CUURS12ASA0,2010,M02,238.862,
CUURS12ASA0,2010,M03,240.101,
CUURS12ASA0,2010,M04,240.529,
CUURS12ASA0,2010,M05,241.075,
CUURS12ASA0,2010,M06,240.817,
CUURS12ASA0,2010,M07,241.147,
CUURS12ASA0,2010,M08,241.569,
CUURS12ASA0,2010,M09,241.485,
CUURS12ASA0,2010,M10,241.981,
CUURS12ASA0,2010,M11,241.960,
CUURS12ASA0,2010,M12,241.874,
CUURS12ASA0,2010,M13,240.864,
CUURS12ASA0,2011,M01,242.639,
CUURS12ASA0,2011,M02,243.832,
CUURS12ASA0,2011,M03,245.617,
CUURS12ASA0,2011,M04,246.489,
CUURS12ASA0,2011,M05,248.073,
CUURS12ASA0,2011,M06,248.505,
CUURS12ASA0,2011,M07,249.164,
CUURS12ASA0,2011,M08,250.058,
CUURS12ASA0,2011,M09,250.559,
CUURS12ASA0,2011,M10,250.051,
CUURS12ASA0,2011,M11,249.317,
CUURS12ASA0,2011,M12,248.307,
CUURS12ASA0,2011,M13,247.718,
CUURS12ASA0,2012,M01,249.322,
CUURS12ASA0,2012,M02,250.285,
CUURS12ASA0,2012,M03,251.887,
CUURS12ASA0,2012,M04,252.349,
CUURS12ASA0,2012,M05,252.652,
CUURS12ASA0,2012,M06,252.406,
CUURS12ASA0,2012,M07,252.016,
CUURS12ASA0,2012,M08,253.472,
CUURS12ASA0,2012,M09,254.554,
CUURS12ASA0,2012,M10,254.277,
CUURS12ASA0,2012,M11,254.285,
CUURS12ASA0,2012,M12,253.555,
CUURS12ASA0,2012,M13,252.588,
CUURS12ASA0,2013,M01,254.807,
CUURS12ASA0,2013,M02,256.234,
CUURS12ASA0,2013,M03,256.589,
CUURS12ASA0,2013,M04,255.967,
CUURS12ASA0,2013,M05,256.270,
CUURS12ASA0,2013,M06,256.911,
CUURS12ASA0,2013,M07,257.326,
CUURS12ASA0,2013,M08,257.659,
CUURS12ASA0,2013,M09,258.504,
CUURS12ASA0,2013,M10,257.069,
CUURS12ASA0,2013,M11,257.377,
CUURS12ASA0,2013,M12,257.284,
CUURS12ASA0,2013,M13,256.833,
CUURS12ASA0,2014,M01,259.596,
CUURS12ASA0,2014,M02,259.019,
CUURS12ASA0,2014,M03,259.971,
CUURS12ASA0,2014,M04,259.985,
CUURS12ASA0,2014,M05,261.225,
CUURS12ASA0,2014,M06,261.350,
CUURS12ASA0,2014,M07,261.498,
CUURS12ASA0,2014,M08,261.075,
CUURS12ASA0,2014,M09,261.074,
CUURS12ASA0,2014,M10,260.500,
CUURS12ASA0,2014,M11,259.382,
CUURS12ASA0,2014,M12,258.080,
CUURS12ASA0,2014,M13,260.230,
CUURS12ASA0,2015,M01,258.376,
CUURS12ASA0,2015,M02,259.240,
CUURS12ASA0,2015,M03,259.647,
CUURS12ASA0,2015,M04,259.959,
CUURS12ASA0,2015,M05,261.066,
CUURS12ASA0,2015,M06,261.512,
CUURS12ASA0,2015,M07,261.199,
CUURS12ASA0,2015,M08,261.347,
CUURS12ASA0,2015,M09,261.887,
CUURS12ASA0,2015,M10,261.515,
CUURS12ASA0,2015,M11,261.009,
CUURS12ASA0,2015,M12,259.941,
CUURS12ASA0,2015,M13,260.558,
CUURS12ASA0,2016,M01,260.342,
CUURS12ASA0,2016,M02,260.875,
CUURS12ASA0,2016,M03,261.508,
CUURS12ASA0,2016,M04,262.619,
CUURS12ASA0,2016,M05,263.312,
CUURS12ASA0,2016,M06,263.877,
CUURS12ASA0,2016,M07,263.722,
CUURS12ASA0,2016,M08,264.160,
CUURS12ASA0,2016,M09,264.602,
CUURS12ASA0,2016,M10,264.738,
CUURS12ASA0,2016,M11,265.203,
CUURS12ASA0,2016,M12,265.421,
CUURS12ASA0,2016,M13,263.365,
CUURS12ASA0,2017,M01,266.917,
CUURS12ASA0,2017,M02,267.662,
CUURS12ASA0,2017,M03,267.582,
CUURS12ASA0,2017,M04,267.948,
CUURS12ASA0,2017,M05,268.183,
CUURS12ASA0,2017,M06,268.666,
CUURS12ASA0,2017,M07,268.051,
CUURS12ASA0,2017,M08,268.657,
CUURS12ASA0,2017,M09,270.059,
CUURS12ASA0,2017,M10,269.575,
CUURS12ASA0,2017,M11,269.381,
CUURS12ASA0,2017,M12,269.564,
CUURS12ASA0,2017,M13,268.520,
CUURS12ASA0,2018,M01,270.771,
CUURS12ASA0,2018,M02,272.214,
CUURS12ASA0,2018,M03,272.196,
CUURS12ASA0,2018,M04,272.950,
CUURS12ASA0,2018,M05,274.001,
CUURS12BAA0,1914,M12,29.4,
CUURS12BAA0,1915,M12,29.8,
CUURS12BAA0,1915,M13,29.1,
CUURS12BAA0,1916,M12,33.4,
CUURS12BAA0,1916,M13,31.3,
CUURS12BAA0,1917,M12,40.8,
CUURS12BAA0,1917,M13,37.8,
CUURS12BAA0,1918,M12,49.2,
CUURS12BAA0,1918,M13,44.9,
CUURS12BAA0,1919,M06,50.5,
CUURS12BAA0,1919,M12,55.6,
CUURS12BAA0,1919,M13,51.7,
CUURS12BAA0,1920,M06,61.5,
CUURS12BAA0,1920,M12,57.4,
CUURS12BAA0,1920,M13,59.1,
CUURS12BAA0,1921,M05,52.4,
CUURS12BAA0,1921,M09,51.6,
CUURS12BAA0,1921,M12,51.1,
CUURS12BAA0,1921,M13,52.7,
CUURS12BAA0,1922,M03,49.9,
CUURS12BAA0,1922,M06,50.1,
CUURS12BAA0,1922,M09,48.9,
CUURS12BAA0,1922,M12,49.9,
CUURS12BAA0,1922,M13,49.7,
CUURS12BAA0,1923,M03,50.1,
CUURS12BAA0,1923,M06,50.9,
CUURS12BAA0,1923,M09,51.5,
CUURS12BAA0,1923,M12,51.4,
CUURS12BAA0,1923,M13,50.9,
CUURS12BAA0,1924,M03,50.9,
CUURS12BAA0,1924,M06,51.1,
CUURS12BAA0,1924,M09,50.9,
CUURS12BAA0,1924,M12,52.0,
CUURS12BAA0,1924,M13,51.2,
CUURS12BAA0,1925,M06,53.2,
CUURS12BAA0,1925,M12,54.6,
CUURS12BAA0,1925,M13,53.2,
CUURS12BAA0,1926,M06,54.3,
CUURS12BAA0,1926,M12,54.1,
CUURS12BAA0,1926,M13,54.1,
CUURS12BAA0,1927,M06,53.5,
CUURS12BAA0,1927,M12,52.9,
CUURS12BAA0,1927,M13,52.9,
CUURS12BAA0,1928,M06,52.2,
CUURS12BAA0,1928,M12,51.5,
CUURS12BAA0,1928,M13,52.1,
CUURS12BAA0,1929,M06,51.3,
CUURS12BAA0,1929,M12,51.7,
CUURS12BAA0,1929,M13,51.5,
CUURS12BAA0,1930,M06,50.5,
CUURS12BAA0,1930,M12,48.5,
CUURS12BAA0,1930,M13,50.2,
CUURS12BAA0,1931,M06,46.0,
CUURS12BAA0,1931,M12,44.3,
CUURS12BAA0,1931,M13,46.0,
CUURS12BAA0,1932,M06,41.0,
CUURS12BAA0,1932,M12,39.1,
CUURS12BAA0,1932,M13,41.0,
CUURS12BAA0,1933,M06,38.2,
CUURS12BAA0,1933,M12,40.0,
CUURS12BAA0,1933,M13,38.9,
CUURS12BAA0,1934,M06,40.9,
CUURS12BAA0,1934,M11,40.8,
CUURS12BAA0,1934,M13,41.1,
CUURS12BAA0,1935,M03,41.1,
CUURS12BAA0,1935,M07,41.1,
CUURS12BAA0,1935,M10,41.5,
CUURS12BAA0,1935,M13,41.4,
CUURS12BAA0,1936,M01,42.0,
CUURS12BAA0,1936,M04,41.5,
CUURS12BAA0,1936,M07,42.0,
CUURS12BAA0,1936,M09,42.3,
CUURS12BAA0,1936,M12,42.2,
CUURS12BAA0,1936,M13,42.0,
CUURS12BAA0,1937,M03,42.8,
CUURS12BAA0,1937,M06,43.0,
CUURS12BAA0,1937,M09,43.6,
CUURS12BAA0,1937,M12,42.6,
CUURS12BAA0,1937,M13,43.0,
CUURS12BAA0,1938,M03,42.0,
CUURS12BAA0,1938,M06,42.2,
CUURS12BAA0,1938,M09,42.0,
CUURS12BAA0,1938,M12,41.6,
CUURS12BAA0,1938,M13,42.0,
CUURS12BAA0,1939,M03,41.1,
CUURS12BAA0,1939,M06,41.1,
CUURS12BAA0,1939,M09,41.8,
CUURS12BAA0,1939,M12,41.4,
CUURS12BAA0,1939,M13,41.3,
CUURS12BAA0,1940,M03,41.2,
CUURS12BAA0,1940,M06,41.5,
CUURS12BAA0,1940,M09,41.4,
CUURS12BAA0,1940,M10,41.4,
CUURS12BAA0,1940,M11,41.4,
CUURS12BAA0,1940,M12,41.5,
CUURS12BAA0,1940,M13,41.4,
CUURS12BAA0,1941,M01,41.6,
CUURS12BAA0,1941,M02,41.5,
CUURS12BAA0,1941,M03,41.8,
CUURS12BAA0,1941,M04,42.1,
CUURS12BAA0,1941,M05,42.6,
CUURS12BAA0,1941,M06,43.3,
CUURS12BAA0,1941,M07,43.4,
CUURS12BAA0,1941,M08,43.8,
CUURS12BAA0,1941,M09,44.7,
CUURS12BAA0,1941,M10,45.3,
CUURS12BAA0,1941,M11,45.4,
CUURS12BAA0,1941,M12,45.6,
CUURS12BAA0,1941,M13,43.4,
CUURS12BAA0,1942,M01,46.4,
CUURS12BAA0,1942,M02,46.6,
CUURS12BAA0,1942,M03,47.2,
CUURS12BAA0,1942,M04,47.7,
CUURS12BAA0,1942,M05,48.0,
CUURS12BAA0,1942,M06,48.2,
CUURS12BAA0,1942,M07,48.7,
CUURS12BAA0,1942,M08,48.9,
